,var_mfcc_1,var_mfcc_2,var_mfcc_3,var_mfcc_4,var_mfcc_5,var_mfcc_6,var_mfcc_7,var_mfcc_8,var_mfcc_9,var_mfcc_10,var_mfcc_11,var_mfcc_12,var_mfcc_13,var_mfcc_14,var_mfcc_15,var_mfcc_16,var_mfcc_17,var_mfcc_18,var_mfcc_19,var_mfcc_20,mean_mfcc_1,mean_mfcc_2,mean_mfcc_3,mean_mfcc_4,mean_mfcc_5,mean_mfcc_6,mean_mfcc_7,mean_mfcc_8,mean_mfcc_9,mean_mfcc_10,mean_mfcc_11,mean_mfcc_12,mean_mfcc_13,mean_mfcc_14,mean_mfcc_15,mean_mfcc_16,mean_mfcc_17,mean_mfcc_18,mean_mfcc_19,mean_mfcc_20,emotion
10,15729.546,2614.7026,1401.2413,1085.2126,852.1667,400.7074,558.85236,532.0927,189.62787,180.16393,215.46301,198.06033,168.09282,115.31476,156.64665,206.66495,102.51041,139.9511,122.602196,145.90611,-454.65417,-36.78711,-29.209082,-30.651796,-24.215322,0.11567256,-27.72136,6.8846364,-24.529387,2.407398,-16.78404,13.334489,-9.96123,11.286464,-8.045044,2.2715712,-8.383479,-2.8838332,-9.90049,-9.839072,angry
11,13123.172,3176.2595,747.5985,1480.1377,606.42377,608.99835,376.69788,605.7139,149.19005,144.71451,269.3671,233.86366,116.741936,127.57731,62.110413,92.60487,113.77274,86.78877,81.4696,91.33471,-521.73706,-3.8359025,-12.175491,-30.47266,-14.12816,15.285111,-25.381191,-8.253533,-22.570793,2.3328626,-18.55702,2.9660008,-9.53682,12.697851,-2.0879018,0.29838362,-6.389982,4.7825084,-6.7413483,-7.125949,angry
12,14290.538,2879.3213,1588.7788,1127.2026,603.4674,438.1694,373.28094,311.03,274.29623,110.57041,267.36664,64.85465,130.05478,100.65071,94.64049,111.98928,93.13521,73.79666,93.255974,82.95755,-501.51956,-26.959883,-39.637074,-24.892723,-12.207815,-0.19008507,-28.058636,-0.42970523,-20.627995,2.5178545,-16.949265,15.742041,-7.8872757,8.830815,-3.2279878,3.6963615,-11.514756,1.7541984,-6.8146944,-6.493809,angry
13,13831.616,2755.536,638.47974,1108.18,1063.4089,438.26666,594.05005,562.3481,191.50537,116.9215,264.36496,159.63185,141.73509,120.97931,108.03375,126.608086,66.68208,85.681816,110.32131,89.77652,-482.18964,-17.104183,-25.180035,-36.076485,-23.442463,-5.011327,-17.128317,4.3887267,-24.0557,0.017740095,-21.585573,9.669906,-5.58492,15.02825,-11.133753,3.3767617,-5.392206,-2.167529,-5.8365593,-8.184298,angry
14,17056.178,2668.9988,906.90076,846.5595,569.0875,560.1158,789.8276,346.62402,187.72287,188.98665,125.35929,64.608505,88.67081,153.00949,113.31696,80.06746,70.1558,70.93181,52.21792,115.04454,-469.77603,-36.27535,-33.582188,0.33535346,-11.686887,0.5718428,-31.487734,-6.0602474,-22.569565,-8.843888,-9.287885,2.515442,2.0101264,5.818525,-4.825186,3.7207177,-8.274494,-0.24454267,-8.916237,-6.3307385,angry
15,14597.887,2481.5845,812.4088,1069.6328,1172.6105,504.63565,468.24304,453.3067,175.08011,189.94398,195.40512,122.82067,116.71582,104.96012,162.98895,123.5742,117.23148,114.53501,130.069,109.198586,-497.87296,-35.889744,-28.621916,-21.133732,-22.566826,3.1031568,-18.408266,0.22771001,-19.542582,2.5645318,-19.493935,16.867147,-5.0234756,7.2781744,-3.0766897,4.4220634,-11.360262,-0.5868215,-9.4405365,-9.091267,angry
16,14580.344,2574.1685,1037.3604,909.3591,698.1527,551.93353,573.527,619.6485,167.00305,174.11426,128.55914,120.18887,124.61706,85.78154,123.58071,95.55834,96.09907,115.790794,68.127396,106.952805,-454.8217,-43.058918,-35.563618,-0.8458325,-15.979593,-1.7699586,-36.094196,-5.0095925,-22.899105,-8.732508,-8.067947,-0.013250047,-1.8930361,7.617093,-7.330613,4.6776996,-9.315736,2.8616912,-9.7245035,-5.5741124,angry
17,17060.025,3165.2786,1199.4415,1326.0985,647.2936,549.5155,625.29083,345.63373,187.42322,274.01624,177.05542,148.3572,78.05351,86.76954,115.982254,111.053795,83.070915,172.73283,76.09155,102.13822,-475.26382,-44.454845,-28.593737,-19.65789,-15.145011,6.03062,-38.265408,-4.837725,-16.399424,-1.873262,-15.573373,11.269923,-7.4962683,19.328814,-11.862118,1.823237,-6.7831798,-4.3656135,-7.801455,-7.1541843,angry
18,12766.926,3058.6428,1302.3547,1431.8956,959.02594,450.335,438.86047,403.11374,206.09113,199.30858,225.54405,107.26471,94.62592,140.6556,122.47719,150.57854,102.44859,108.00157,114.495255,137.17157,-452.11462,-40.884647,-40.836758,-20.198515,-23.468058,4.5149984,-31.125372,3.81842,-20.599485,-0.2663276,-18.2297,10.20661,-9.62028,9.899962,-12.359302,3.706915,-9.470401,-0.5099773,-8.576787,-9.185261,angry
19,11542.147,2881.5083,1289.9523,1281.7529,649.191,483.627,467.61807,417.9167,192.46573,198.85223,279.123,162.53989,161.97037,76.02925,131.29024,127.917595,114.292496,65.77902,84.90258,77.12735,-470.45584,-43.173813,-37.16956,-23.041948,-20.05624,-2.8885803,-29.363853,0.03800586,-19.078024,3.1721475,-20.035324,10.913326,-8.302558,9.87509,-5.5007744,2.2298772,-9.425198,2.2384148,-12.764101,-4.5842776,angry
20,20636.385,3434.7622,1301.1141,1363.5023,622.51294,416.26324,516.4113,352.81708,244.58038,118.28422,218.48145,115.025734,140.62315,81.55159,79.96388,76.91965,98.30518,74.12642,79.87288,123.10254,-461.75885,-44.72114,-30.52217,-15.271727,-15.392516,-0.75896484,-28.584345,-3.539734,-16.155195,8.535376,-22.440891,13.023053,-6.169885,6.195659,-4.4648123,-0.13709088,-6.4637303,5.348691,-8.669541,-6.1608524,angry
21,19382.098,2817.0835,663.80035,1142.574,601.73206,462.6454,553.80023,392.25275,264.35406,189.81075,182.93784,163.3972,184.42538,101.6293,72.103325,114.10535,106.24449,123.23462,113.280785,225.9958,-525.71765,-58.909843,-19.680628,-1.172596,-10.773564,0.36989114,-25.087975,6.055507,-17.742485,0.31093258,-18.210953,10.905983,-8.757226,9.644183,-5.8144608,6.46617,-5.813944,-0.61445606,-7.802639,-0.8388332,angry
22,15707.109,2194.7886,633.3199,1154.6631,635.1367,430.53568,470.99374,417.80588,236.10382,155.31873,215.72989,127.98478,132.57318,133.7774,71.81253,120.45799,97.35535,109.02757,89.30709,136.71361,-485.10318,-71.08377,-22.700788,-3.6221783,-7.167532,-1.1600477,-26.748983,0.84171087,-21.925236,-2.6512408,-20.866066,6.8190155,-4.023642,6.4520125,-8.15712,6.17587,-7.8257823,1.9944155,-11.238063,-3.4824324,angry
23,12332.499,3724.5466,997.0265,1220.2778,588.9283,466.8076,583.93744,364.54105,179.93268,212.86197,222.18336,144.84048,115.65103,95.409874,89.96347,110.11492,75.39219,183.15857,87.25683,124.76279,-464.6549,-52.194756,-30.073673,-11.5247555,-15.32502,-1.924078,-29.606314,-0.19940205,-21.038126,-0.73323256,-18.808626,8.360521,-8.148285,9.5454645,-10.318509,2.9128327,-10.296916,2.0078988,-10.051729,-5.863891,angry
24,13365.125,2864.1362,846.13245,787.29767,1007.20013,771.38477,558.96954,435.71725,202.49335,194.06828,228.4697,103.18897,174.15201,105.40239,107.147385,106.62219,93.35465,97.836655,179.0115,204.33005,-484.0434,-35.92181,-20.825247,-17.999796,-32.213753,-6.204956,-26.587885,-0.6372807,-21.599167,3.269129,-21.087105,11.027961,-11.820278,7.576556,-0.25766826,5.399648,-7.304225,-1.8723608,-13.867255,-2.5246434,angry
25,13950.344,2671.781,1672.6436,1244.9347,540.97076,458.4783,485.7901,471.41364,163.89348,185.97556,154.56087,191.31056,113.34503,161.8727,104.30503,195.98651,123.212776,112.03485,77.24542,90.7323,-465.0788,-44.942223,-32.345173,-26.37524,-17.25682,4.7976785,-36.681244,-1.3740339,-21.254156,-3.4559007,-13.542749,9.478723,-9.275126,13.737864,-9.850021,4.1477904,-8.665709,-1.9242826,-10.415165,-9.670403,angry
26,18219.658,2378.9475,798.44446,1250.5488,738.59174,465.42206,514.7991,545.5506,267.85147,254.88628,198.9661,148.51585,162.71683,121.85819,117.82767,173.98299,86.167175,105.470894,62.2904,67.43966,-521.80164,-47.66128,-17.905119,-7.057069,-9.810463,-1.0476505,-31.08524,0.3636072,-22.727612,-3.2296064,-19.875288,12.322069,-7.158918,9.396773,-4.061901,4.411095,-7.8643017,0.35687757,-9.474727,-3.9494925,angry
27,22688.773,2770.0552,1480.0051,1016.33234,663.3538,505.65985,603.0701,389.7536,228.913,151.00357,186.49501,157.9086,132.49385,121.40809,144.80832,142.88806,65.87338,125.52806,70.72721,141.97566,-503.9037,-38.321514,-21.600487,-15.746477,-6.447642,-2.464916,-34.789436,-2.0596313,-17.680317,1.8385985,-17.818718,12.142072,-6.313837,11.975992,-9.133441,0.9718934,-5.381013,-0.77318823,-10.835665,-9.441801,angry
28,20360.22,2750.6106,1462.1716,1021.1373,443.73053,349.89893,630.9841,366.7866,179.82477,159.9357,185.07518,118.80866,147.1931,99.90072,125.992355,127.954994,70.37064,138.14401,77.21342,165.3389,-500.68646,-39.155884,-24.605494,-17.518978,-10.168941,3.3357787,-33.41814,1.9816364,-17.27451,3.5305507,-13.763102,7.8541827,-10.818643,12.316944,-10.3291445,0.78943366,-5.7713413,-0.8146047,-11.228001,-8.047926,angry
29,22449.068,2530.3926,796.4153,979.0201,493.02484,340.5039,617.0661,378.39417,250.33163,184.82402,218.32658,115.18821,123.87797,103.50096,96.5475,160.2091,89.383644,100.37423,61.08222,154.03497,-532.00867,-47.973473,-13.089781,-6.6777205,-0.6922596,0.013542073,-26.348572,2.9938092,-19.208937,-3.1453621,-17.687103,7.9538016,-8.069674,8.72854,-10.541436,6.4261384,-6.5568705,0.6756018,-6.771744,-4.1496162,angry
30,17586.518,2701.6301,1670.9476,1096.2032,825.7595,406.70837,546.6047,351.83548,187.5988,147.74323,200.0184,130.19815,137.78975,105.95034,93.81236,143.15161,86.59939,79.78296,98.18246,123.388756,-480.71164,-26.474361,-32.799324,-23.017054,-15.511294,2.886259,-30.189013,0.98097545,-21.224495,3.744812,-13.584477,7.2175303,-14.13258,6.065373,-9.505665,3.8643382,-7.916536,1.1474367,-9.670253,-11.409226,angry
31,21610.986,2459.8672,1093.4364,1043.3715,604.1341,475.02908,753.75934,395.35938,185.66475,141.32735,229.79048,104.91883,125.87755,86.50424,95.96127,118.97145,108.249245,78.81904,98.31277,73.78249,-484.70782,-41.33628,-24.389088,-6.7139077,-16.855541,0.72499114,-34.53587,-10.904628,-17.500744,-1.5996016,-2.6457422,3.2666743,-4.19254,5.8604865,-5.8861847,3.3439715,-8.9979,0.7987958,-10.951445,-7.5278835,angry
32,19212.723,2675.3618,760.35614,1216.7603,614.76996,460.83722,522.1236,491.2908,218.27501,248.7976,198.6605,127.56081,189.73837,92.33786,126.49923,90.83282,75.89008,96.01294,93.65389,91.20653,-546.6114,-49.34662,-18.425205,-4.471646,-12.820456,1.2494974,-29.686062,1.5539428,-18.847359,0.42909035,-16.0938,12.974904,-4.1189904,9.440499,-3.551056,3.5236034,-9.856202,0.02961405,-7.8307676,-1.302503,angry
33,14391.421,2844.1921,1020.6062,1561.762,1204.9554,368.95425,464.15857,363.5618,218.12158,147.6977,166.67111,162.40411,103.039024,80.609116,145.32397,112.14001,173.37602,109.14357,109.959785,74.69657,-534.1169,-30.530458,-22.23937,-15.308358,-19.388323,2.4173057,-23.39734,1.2309628,-19.026329,-0.093228154,-14.589835,13.273326,-7.432716,6.546337,-3.8654425,2.7332084,-14.882828,1.1489149,-7.6664352,-5.6798234,angry
34,16415.188,2598.0818,851.2814,1236.3433,1318.1987,457.3233,556.4898,438.15103,241.35606,169.89665,131.284,148.34122,120.523506,117.83821,102.3208,147.98662,200.54623,82.1654,81.17946,81.85657,-476.24774,-24.370564,-27.765291,-14.167254,-27.841312,7.962571,-28.27903,-10.80308,-21.589375,-4.143939,-5.289602,7.8114347,-3.4854493,1.8509808,-0.9795781,3.399369,-11.609343,0.6396032,-9.011417,-6.7445188,angry
35,15505.919,2867.8057,742.95337,844.667,1349.0916,621.8822,504.88007,615.7465,173.224,216.07262,115.2922,135.4071,103.77026,70.51057,42.19514,129.78198,121.73036,62.250385,85.57389,112.65108,-494.66254,-24.569927,-14.489344,-10.63021,-37.405758,-0.42523414,-26.69543,-5.7879105,-20.328905,-0.74498963,-5.8535204,2.1772919,-3.1235147,5.2872562,-1.8268658,3.9866173,-10.440684,1.3543108,-10.350573,-10.072437,angry
36,12789.351,3985.3586,826.1333,1571.9807,1118.3597,564.0491,442.34415,533.05664,244.0593,168.3063,248.4497,122.78349,144.49167,109.75971,91.65708,142.68896,78.36858,89.8526,117.38271,116.77808,-481.21338,-13.93678,-22.041836,-28.869802,-26.346478,0.42523202,-28.8329,0.42412582,-24.313448,4.037905,-18.88159,8.157534,-5.152322,9.647029,-6.5431175,0.6800308,-9.691934,0.38296106,-11.997223,-12.035059,angry
37,14142.768,2893.0815,1308.5153,676.65845,599.3925,467.51947,672.0095,451.55542,211.0347,65.88959,228.92734,132.59285,170.43546,63.434803,85.602486,118.3659,73.542366,135.05766,104.73843,135.55507,-474.61874,-55.752304,-21.162416,-20.17049,-11.95071,-8.851284,-26.393131,-1.4595727,-19.365929,8.340908,-16.768137,14.885275,-8.421838,12.49751,-6.702133,2.4467106,-7.8549395,-1.2789462,-9.273044,-9.424145,angry
38,5677.7812,3984.3262,565.6517,608.6364,1632.2976,602.3355,457.6084,587.17236,118.98463,148.58134,183.33896,173.56247,134.90799,76.86678,80.18554,135.08653,55.554863,98.41649,87.76444,89.73437,-460.20932,-37.295673,-19.131046,-23.374619,-36.5089,-4.281507,-28.30824,5.214818,-22.550037,4.090627,-17.428345,6.623471,-11.796654,11.101682,-6.9857607,2.3989623,-6.917785,2.7911074,-9.82675,-12.052943,angry
39,8143.2603,3029.5923,985.6572,1475.6917,768.4425,423.08734,399.32614,542.9663,124.372665,264.5625,171.44312,187.00401,100.065315,121.69933,70.92127,95.01661,83.722855,179.95479,63.57652,74.04646,-450.8114,-37.5091,-32.449726,-42.927414,-23.467226,4.1604953,-24.74487,1.1982274,-24.976004,4.0490313,-19.716726,17.538025,-7.4850125,13.228893,-9.023041,-0.98577976,-9.041726,-7.1005073,-9.083138,-3.2436023,angry
40,10223.001,3243.8428,873.9337,1408.9717,517.5477,290.10962,503.73126,434.6965,192.38081,149.98164,238.36508,97.89718,157.6001,102.36236,48.65974,103.741516,99.00282,77.32605,50.1205,98.38771,-469.8522,-48.059002,-31.57894,-31.231926,-11.7463255,3.6652977,-28.55858,5.2487297,-18.595552,4.2424846,-17.198587,8.312771,-9.885324,15.424259,-4.5628753,6.9071083,-6.994936,4.5454564,-6.1533475,-9.240876,angry
41,17675.883,2303.6233,719.0294,736.53076,615.666,547.0688,708.9178,492.20697,172.76558,196.78722,190.64317,61.343536,116.95132,101.410225,91.92288,82.5498,68.22038,58.27972,74.390175,119.569084,-504.30316,-47.966373,-23.617805,-8.60388,-14.109648,8.900091,-34.067753,-10.422199,-21.126745,0.19313267,-10.04588,4.4722505,0.024696896,8.779714,-1.2670746,0.6791596,-6.74177,4.7855573,-7.9972444,-6.5988483,angry
42,10358.643,2470.771,970.4281,921.21045,1066.2758,362.63394,620.49677,388.19223,195.79646,182.23442,204.20607,110.06365,141.94102,88.55245,90.22914,107.49196,92.11216,68.77844,65.3282,119.84994,-501.46286,-44.920452,-29.82762,-27.579903,-14.304019,3.918309,-27.042398,3.416144,-23.990223,0.8322754,-16.721663,19.118402,-5.2504563,10.835592,-7.5772953,6.49434,-11.003791,-0.6901513,-7.712896,-7.8554854,angry
43,11453.049,3121.715,593.87726,678.87866,504.0308,422.75308,537.7492,503.50967,235.758,306.4527,266.7937,95.48667,117.57843,74.198,84.16422,105.497696,67.64518,72.977295,47.539833,150.81026,-485.48618,-45.38155,-17.043219,-12.559819,-21.458717,8.08225,-26.567703,-12.739199,-25.91003,-7.149185,-11.800129,3.4555833,-4.874781,3.4113138,-2.4045222,4.8543463,-8.812155,3.4845743,-11.324452,0.5959802,angry
44,21234.566,2649.9473,1484.5175,1537.162,721.34247,348.2426,601.0693,328.7922,217.81197,154.70709,151.2875,83.577934,131.63405,103.069145,78.20466,137.57515,102.32677,111.83089,94.04522,138.33757,-495.45126,-32.359524,-32.920372,-23.434647,-16.871487,1.9954247,-30.942076,3.044853,-18.016758,3.7058792,-15.738465,10.207193,-11.48614,7.7328687,-5.394409,6.3718143,-8.031609,-0.40980473,-8.339463,-5.4521875,angry
45,13600.577,3321.0457,1152.8114,1301.899,674.03046,412.0656,580.4476,374.56815,194.85118,195.97185,115.256485,72.46241,154.14209,56.98735,118.148994,98.95883,86.93457,114.35245,66.64779,107.40871,-460.34027,-44.244064,-41.79287,-13.499628,-18.278643,3.3086882,-32.034874,-7.011105,-19.014471,2.9885783,-4.5254674,0.9644744,-6.511349,5.319069,-3.4033504,3.0321016,-12.132361,0.919725,-11.143132,-7.010303,angry
46,14879.899,2123.4473,765.54456,999.91205,822.7716,519.47864,469.18594,410.04437,169.69829,249.62149,196.72351,167.16522,115.05985,130.07916,94.04266,158.58755,76.72494,125.955185,63.34107,99.022,-482.7336,-53.99716,-23.666655,-7.6270056,-10.397294,-3.0103676,-29.113138,0.4526014,-21.596918,-5.563795,-21.830233,10.106434,-4.9664245,12.114092,-8.255529,3.6420965,-8.866001,-3.3450382,-10.561996,-4.59475,angry
47,12380.633,3052.5854,837.49695,1700.2012,538.56165,468.7157,381.95514,638.59863,243.13483,169.98912,233.73325,277.68597,138.97513,88.47771,84.87828,173.58847,62.53454,107.93298,69.43138,100.90628,-486.75922,-27.979862,-25.819363,-27.808266,-11.737652,7.9675784,-25.55795,-10.571623,-25.94341,3.6309288,-18.088211,12.282236,-4.2931194,9.148587,-7.6603036,1.5286374,-12.285752,-2.634414,-12.453047,-4.0823965,angry
48,24895.08,2626.09,977.57153,926.0286,819.3893,377.3632,797.5335,419.83884,248.04335,222.34366,156.86507,77.999535,104.81662,83.13895,142.37079,78.91487,94.009605,81.75536,91.82776,105.31889,-511.37033,-37.71477,-28.132854,-10.719818,-13.49377,5.738339,-37.58138,-9.003253,-16.476227,2.975454,-4.247871,0.9889976,-2.4515586,7.2790356,-3.2360823,1.881828,-7.268285,1.4564655,-6.771718,-5.6003585,angry
49,23715.768,2631.9275,912.05194,1163.3698,724.1493,448.87183,569.74,499.91928,193.95651,205.07335,198.30664,245.62572,95.321815,117.29376,92.0885,116.9406,69.001335,102.85652,57.246365,138.78288,-504.37384,-38.125996,-19.34983,-10.872965,-11.773588,3.711967,-29.97141,-1.2587911,-21.573835,-6.2311234,-20.952734,3.295632,-9.738401,11.153048,-8.36012,-0.40017945,-10.245042,-1.0157973,-9.312788,-4.800605,angry
50,11991.947,2679.3726,885.8775,786.23517,1250.4825,585.09424,406.9455,600.0247,270.6769,217.84712,251.6429,119.23373,146.76572,154.79239,103.1904,106.77251,63.081158,105.44823,74.67316,92.37599,-502.28534,-29.747162,-11.68356,-23.431452,-29.893269,-8.399434,-23.268148,2.0265431,-28.953327,2.1221952,-19.278074,7.478187,-4.5357957,10.593475,-7.733864,7.076273,-11.94484,-3.3053703,-13.435706,-9.29567,angry
51,15725.187,2617.02,578.4912,1068.1786,810.66174,522.7584,506.30127,531.5941,328.76413,243.49121,155.54861,108.767685,111.826996,121.65427,91.5483,128.45192,87.16011,74.828735,39.711945,95.04352,-519.76294,-29.191578,-25.36422,-20.347307,-12.021442,3.3255754,-28.301493,-9.220741,-26.768578,-1.8123902,-15.700319,14.156522,-4.9122467,6.6148086,-2.8450723,4.609524,-10.731515,-2.468843,-9.454766,-4.9740458,angry
52,10766.085,2869.8633,879.19574,831.72034,518.08954,385.73822,540.5596,457.43433,182.25937,331.88925,271.15823,91.16883,117.881714,156.59491,64.5684,129.53003,85.3024,113.56157,85.53629,347.38995,-471.3254,-47.17105,-20.433538,-13.629309,-14.467579,3.311969,-28.65846,-4.0348344,-23.697163,2.5034292,-23.148754,9.469917,-10.785308,5.0759006,-5.65912,5.082683,-9.142069,1.8540335,-10.2373295,-2.2612557,angry
53,18097.383,3491.1172,1207.0631,1113.0015,1035.302,425.4809,473.1541,527.7174,287.67404,149.54639,143.28621,200.06349,137.48688,136.90067,88.71363,117.124855,158.35791,64.84246,59.652306,90.164955,-544.09906,-26.98723,-21.450022,-13.512506,-15.662279,8.154866,-28.01835,-3.6695683,-24.537148,-3.085106,-13.465274,12.832808,-12.368825,6.423388,-4.5840592,2.421474,-15.2096815,3.709718,-7.486901,-4.114469,angry
54,14571.848,2831.4893,1278.116,1059.8074,586.1778,374.42596,473.2955,364.76538,232.13168,154.94218,241.48376,102.77697,134.6069,79.015785,83.70582,132.30579,115.48971,88.132835,72.34811,110.98191,-503.64316,-41.847897,-39.330086,-30.429602,-14.741874,3.203084,-26.228527,7.097276,-15.465909,3.41229,-16.09039,11.296249,-7.18661,12.390042,-4.000923,6.325529,-9.361384,1.4470627,-8.556345,-4.2221117,angry
55,6738.6406,2830.67,668.2076,1135.2836,1017.2499,631.0472,469.97156,784.36914,133.42027,148.83795,158.45137,129.41696,112.55673,115.89188,69.664185,104.51451,95.496506,102.08423,110.54279,115.396194,-457.064,-31.73684,-23.151182,-20.15452,-45.292267,2.373271,-29.952158,-1.5729952,-24.941559,-0.7922482,-4.200001,-0.10952464,-5.4206457,3.9661021,-4.2197266,3.4723852,-13.695634,-0.9101486,-10.227692,-11.425939,angry
56,8542.658,2992.5195,861.4393,1785.326,493.8237,349.11353,321.80444,332.73788,283.24908,137.10522,140.61055,117.68171,153.54945,61.145054,99.2578,115.88359,104.88375,105.12939,78.9748,95.77265,-457.7357,-41.36438,-45.544205,-28.838234,-17.03157,1.0489826,-37.105732,7.614458,-18.075357,6.145021,-13.659102,7.6618767,-10.728139,10.858125,-2.4864478,6.523472,-8.5486145,3.359338,-7.4101086,-11.745406,angry
57,10624.676,2320.8955,496.42236,1364.1583,740.427,588.849,339.31488,484.9203,352.98383,197.63788,127.47109,157.1824,138.40382,106.8465,102.53397,136.60939,73.293,122.53636,80.98428,94.47824,-488.8017,-54.625237,-25.683151,-8.3619795,-16.02528,-2.424921,-34.986206,4.440188,-22.34186,-5.461401,-19.616703,10.868139,-5.560613,14.049112,-7.9772305,8.636716,-10.44487,-2.8441038,-11.270875,-5.015848,angry
